# pdufa.bio conference run-up study, 1,425 presentations 2017-2026. License: CC BY 4.0. Tier column is point-in-time market cap. Returns in percent, anchored on the meeting start date. Not investment advice.
ticker,company,conf,year,cap_tier_pit,runup_30d,runup_20d,runup_10d,runup_5d,event_day,post_5d,post_10d
BMY,Bristol-Myers Squibb Company,SITC,2018,large,-14.93,-8.17,4.72,4.18,0.08,2.39,-0.15
VKTX,Viking Therapeutics Inc.,AASLD,2019,small,20.45,31.22,19.04,-1.84,-7.7,-12.93,-17.18
CTMX,CytomX Therapeutics Inc.,AACR,2019,small,-41.5,-1.57,-1.85,1.14,3.01,0.85,-0.75
CRDF,Cardiff Oncology Inc.,AACR,2019,nano,64.93,43.94,21.79,29.43,-20.0,-17.89,-26.11
TGTX,TG Therapeutics Inc.,AACR,2019,small,68.91,17.72,8.5,14.2,2.86,4.23,-1.62
ASND,Ascendis Pharma A/S,ENDO,2019,mid,-5.56,-1.06,-5.62,-7.15,80.93,80.77,86.31
TGTX,TG Therapeutics Inc.,AACR,2019,small,12.34,19.86,12.83,11.61,38.92,17.15,33.91
VKTX,Viking Therapeutics Inc.,AASLD,2018,small,-23.03,-23.13,-10.8,-14.63,-6.48,-0.17,-2.81
LGND,Ligand Pharmaceuticals Incorporated,AASLD,2018,mid,-42.01,-26.27,-10.18,-2.82,-4.94,-4.26,4.63
CRVS,Corvus Pharmaceuticals Inc.,SITC,2018,micro,-3.77,-4.7,8.36,-3.54,-8.34,-15.8,-24.78
AMRN,Amarin Corporation plc,AHA,2018,mid,31.32,9.12,-0.61,-8.4,-26.94,-17.67,-20.05
BGNE,BeiGene Ltd.,ASH,2019,,34.58,-6.28,-9.84,-7.42,-2.43,-11.68,-9.22
NKTR,Nektar Therapeutics,SITC,2018,mid,-42.08,-27.81,-4.05,-9.58,4.76,8.27,10.42
AZN,AstraZeneca PLC,ESMO,2018,,1.48,3.41,-0.1,4.47,2.19,-0.81,1.77
MRK,Merck & Company Inc.,ESMO,2018,large,4.01,2.22,1.25,4.17,-0.35,-1.25,1.06
INCY,Incyte Corporation,ESMO,2018,large,-3.42,-0.63,2.95,6.5,-1.54,-4.15,4.41
NCNA,NuCana plc,ESMO,2018,small,-13.43,-10.38,-2.82,10.63,-16.9,-4.04,-10.1
ADAP,Adaptimmune Therapeutics plc,ESMO,2018,,-0.92,-9.5,-18.48,-11.37,-34.67,-44.8,-33.74
AGEN,Agenus Inc.,ESMO,2018,micro,-1.01,-8.84,-4.85,-1.01,-7.91,-17.35,-4.08
NVS,Novartis AG,EHA,2018,large,-0.44,-1.52,0.51,1.03,-2.49,-1.21,-0.58
BLUE,bluebird bio Inc.,EHA,2018,,16.16,4.07,8.0,8.15,-10.33,-14.26,-20.33
CLLS,Cellectis S.A.,ASH,2020,small,51.67,72.57,39.2,16.04,1.83,6.01,-6.18
AUTL,Autolus Therapeutics plc,ASH,2020,small,-12.57,-4.11,-3.58,0.1,0.19,-19.05,-19.52
GILD,Gilead Sciences Inc.,ASH,2020,large,1.27,4.22,2.41,1.47,-0.63,-2.79,-4.91
CRDF,Cardiff Oncology Inc.,ASH,2020,small,45.82,14.45,13.89,-16.03,-0.43,-2.17,6.7
GMDA,Gamida Cell Ltd.,ASH,2020,,24.02,19.15,1.31,-3.19,57.82,30.42,30.13
ERYP,Erytech Pharma S.A.,ASH,2020,,52.08,26.33,23.04,3.54,5.03,-5.32,3.81
VRTX,Vertex Pharmaceuticals Incorporated,ASH,2020,large,7.91,3.65,6.09,0.25,0.66,-0.08,2.73
CRSP,CRISPR Therapeutics AG,ASH,2020,large,59.24,43.72,34.49,16.25,-0.73,1.71,13.08
SYRS,Syros Pharmaceuticals Inc.,ASH,2020,,3.05,-8.06,-0.64,-4.79,37.76,50.13,65.85
ALLO,Allogene Therapeutics Inc.,ASH,2020,mid,-7.3,21.04,7.75,8.37,-12.48,-16.79,-18.42
AFMD,Affimed N.V.,ASH,2020,,70.3,64.33,13.77,5.24,20.64,25.09,17.97
LLY,Eli Lilly and Company,ASH,2020,large,4.26,4.0,2.03,1.92,0.57,6.37,13.69
LEGN,Legend Biotech Corporation,ASH,2020,,17.27,23.34,12.08,8.95,-6.82,-7.38,-3.52
KZIA,Kazia Therapeutics Limited,SNO,2020,small,100.0,103.39,98.35,19.4,-20.33,-16.75,-17.5
IMMP,Immutep Limited,SITC,2020,small,21.82,18.17,15.52,16.12,-2.99,0.45,-5.97
IOVA,Iovance Biotherapeutics Inc.,SITC,2020,mid,26.69,30.2,9.39,10.98,-5.71,-9.59,-7.64
ONCS,OncoSec Medical Incorporated,SITC,2020,,39.24,39.62,48.98,35.54,1.37,3.52,2.15
MGNX,MacroGenics Inc.,ESMO,2020,small,15.24,19.7,19.43,8.63,-18.39,-19.53,-17.72
BMY,Bristol-Myers Squibb Company,ESMO,2020,large,-2.87,-4.7,-1.13,-0.72,-0.86,0.74,-0.12
EXEL,Exelixis Inc.,ESMO,2020,mid,19.86,20.45,29.66,8.37,-4.44,-11.46,-10.52
CRDF,Cardiff Oncology Inc.,AACR,2021,small,-10.35,-14.56,-6.93,-5.12,-7.66,-13.05,0.97
INCY,Incyte Corporation,ASCO,2021,large,0.49,-3.47,0.62,-0.72,2.12,1.69,1.37
ADAP,Adaptimmune Therapeutics plc,ASCO,2021,,3.02,4.92,0.0,5.79,0.0,-2.73,-8.59
GMAB,Genmab A/S,ASCO,2021,,14.41,3.36,3.03,4.02,2.36,6.51,7.54
MRK,Merck & Company Inc.,ASCO,2021,large,4.28,0.19,2.16,1.77,0.36,-2.71,-2.35
RHHBY,Roche Holding AG ADR,ASCO,2021,,5.14,-1.09,4.53,3.69,0.49,2.27,2.29
SNSE,Sensei Biotherapeutics Inc.,ASCO,2021,,-34.4,-33.88,-23.59,-4.75,37.16,34.24,35.86
BMY,Bristol-Myers Squibb Company,ASCO,2021,large,5.7,-1.09,1.42,1.66,2.13,0.81,-1.22
ONC,BeOne Medicines Ltd.,AACR,2021,large,-3.67,-4.17,-5.11,-6.86,-2.58,-1.59,5.22
BGNE,BeiGene Ltd.,AACR,2021,,-3.67,-4.17,-5.11,-6.86,-2.58,-1.59,5.22
LLY,Eli Lilly and Company,AACR,2021,large,-9.96,-11.34,-0.44,-0.22,-1.06,2.79,1.48
BBIO,BridgeBio Pharma Inc.,ENDO,2021,large,-0.91,3.03,13.75,-3.19,-2.76,-15.61,-14.65
SRPT,Sarepta Therapeutics Inc.,MDA,2021,mid,-8.24,-3.97,3.26,-2.67,-2.59,-11.96,-10.17
SPPI,Spectrum Pharmaceuticals Inc.,ESMO,2021,,0.56,-2.7,-0.55,-1.1,-9.14,-6.93,-2.49
RCUS,Arcus Biosciences Inc.,SABCS,2020,small,44.38,32.14,17.97,10.16,-1.24,3.27,4.68
INFI,Infinity Pharmaceuticals Inc.,SABCS,2020,,147.32,121.6,38.5,30.66,-17.33,-22.74,-23.83
FBIO,Fortress Biotech Inc.,ASH,2020,micro,4.91,20.35,-1.77,1.09,-8.27,-3.6,20.14
MBIO,Mustang Bio Inc.,ASH,2020,micro,30.17,42.22,17.79,3.78,-19.53,-29.69,-15.36
INCY,Incyte Corporation,ASH,2020,large,-7.3,-0.01,1.48,-1.66,-0.35,4.41,4.61
BLUE,bluebird bio Inc.,ASH,2019,,-3.36,1.86,9.54,-1.02,7.89,15.3,13.04
BMY,Bristol-Myers Squibb Company,ASCO-GU,2020,large,5.73,-0.51,4.4,-0.79,-1.01,-6.39,-10.82
CRDF,Cardiff Oncology Inc.,ASCO-GI,2020,nano,30.3,33.33,36.51,24.64,1.74,5.81,18.02
PBYI,Puma Biotechnology Inc,SABCS,2019,small,36.62,16.12,-2.11,17.89,-7.75,-11.09,-9.47
ONCS,OncoSec Medical Incorporated,SABCS,2019,,13.55,25.26,16.83,9.95,-16.87,-23.87,-24.69
SNY,Sanofi,ASH,2019,large,-2.37,-1.22,-3.41,-0.55,8.19,10.79,11.28
DTIL,Precision BioSciences Inc.,ASH,2019,small,207.67,118.44,43.98,16.26,-51.27,-44.56,-24.16
MRK,Merck & Company Inc.,ASH,2019,large,8.01,6.29,3.98,2.08,0.28,0.5,3.26
BMY,Bristol-Myers Squibb Company,ASH,2019,large,9.04,3.33,6.2,4.42,3.57,5.92,5.44
APRE,Aprea Therapeutics Inc.,ASH,2019,small,1.8,4.72,1.88,3.46,17.81,27.83,46.45
VCNX,Vaccinex Inc.,AACR,2020,micro,-2.02,-4.43,2.65,2.65,9.28,-6.44,-3.35
GILD,Gilead Sciences Inc.,ASH,2019,large,5.94,2.6,2.79,1.45,0.0,-1.43,-0.49
BMY,Bristol-Myers Squibb Company,ASH,2019,large,9.04,3.33,6.2,4.42,3.57,5.92,5.44
ONC,BeOne Medicines Ltd.,ASH,2019,large,34.58,-6.28,-9.84,-7.42,-2.43,-11.68,-9.22
BPMC,Blueprint Medicines Corporation,ASH,2019,,1.02,7.13,3.25,2.84,-9.42,-1.78,4.24
IMVIQ,IMV Inc.,ASH,2019,,-4.39,9.69,22.51,-1.39,0.35,3.89,-4.59
LLY,Eli Lilly and Company,ASH,2019,large,8.57,5.38,2.96,2.48,0.84,2.68,9.62
ATNM,Actinium Pharmaceuticals Inc.,ASH,2019,nano,-26.41,0.58,21.16,-9.21,-17.04,-16.73,-21.9
TGTX,TG Therapeutics Inc.,ASH,2019,small,23.18,-12.85,-6.93,-9.18,32.3,41.99,54.63
BGNE,BeiGene Ltd.,EHA,2020,,6.8,-0.01,-1.4,-5.12,5.07,11.92,19.72
XOMA,XOMA Royalty Corporation,ESMO,2020,micro,24.12,4.78,5.99,6.33,-8.28,-6.49,-2.53
ALKS,Alkermes plc,ESMO,2020,mid,-1.02,1.99,12.64,6.03,-6.78,-9.27,-14.42
AGEN,Agenus Inc.,ESMO,2020,small,56.8,17.16,29.43,4.01,-9.83,-22.54,-25.24
AUTL,Autolus Therapeutics plc,ESMO,2020,small,-13.21,-12.5,8.95,10.67,-4.0,-8.79,-20.79
BGNE,BeiGene Ltd.,ESMO,2020,,12.39,8.64,8.59,7.08,7.38,8.4,11.79
IMMP,Immutep Limited,ESMO,2020,small,18.44,16.63,18.44,0.0,18.2,10.69,5.63
ONC,BeOne Medicines Ltd.,ESMO,2020,large,12.39,8.64,8.59,7.08,7.38,8.4,11.79
CRDF,Cardiff Oncology Inc.,ESMO,2020,micro,-0.85,-12.76,-22.01,-6.89,49.91,84.34,134.42
MRK,Merck & Company Inc.,ATS,2020,large,-0.08,-0.55,-5.68,1.1,-0.72,1.29,-0.56
ONC,BeOne Medicines Ltd.,EHA,2020,large,6.8,-0.01,-1.4,-5.12,5.07,11.92,19.72
SDGR,Schrodinger Inc.,ASH,2023,small,-26.62,-21.73,-3.26,-1.96,29.91,21.75,41.55
BLUE,bluebird bio Inc.,EHA,2020,,17.15,16.76,-0.8,-11.07,0.67,1.85,-3.52
VRTX,Vertex Pharmaceuticals Incorporated,EHA,2020,large,5.05,-4.73,-8.36,-0.68,1.47,11.13,8.43
CRSP,CRISPR Therapeutics AG,EHA,2020,mid,21.34,6.84,-7.56,-4.11,4.61,15.71,24.02
BLUE,bluebird bio Inc.,EHA,2020,,20.9,22.39,12.35,2.12,-6.43,-6.19,-8.74
ABBV,AbbVie Inc.,ASCO,2020,large,9.98,9.53,0.1,-3.21,0.74,4.24,2.7
DCPH,Deciphera Pharmaceuticals Inc.,ASCO,2020,,31.34,-1.69,17.6,-4.49,6.49,-3.18,-4.84
CRDF,Cardiff Oncology Inc.,ASCO,2020,nano,158.16,104.03,76.92,23.41,18.18,26.88,-2.37
IMMP,Immutep Limited,ASCO,2020,mid,35.83,23.74,30.31,15.83,1.44,-13.67,-8.87
RHHBY,Roche Holding AG ADR,EASL,2023,,-2.86,-3.68,-1.84,-1.46,3.2,-0.65,-2.37
ANNX,Annexon Inc.,ASRS,2023,micro,14.23,-8.81,-13.48,-2.13,10.28,7.48,-5.61
ABOS,Acumen Pharmaceuticals Inc.,AAIC,2023,micro,25.6,11.94,30.56,26.61,27.39,9.39,17.83
BIVI,BioVie Inc.,AAIC,2023,micro,-16.11,-12.63,17.17,7.91,1.98,-1.39,-6.53
PRTA,Prothena Corporation plc,AAIC,2023,mid,5.45,-3.53,2.53,7.05,-0.14,-7.48,-1.63
BMY,Bristol-Myers Squibb Company,AAIC,2023,large,-4.24,-4.22,-3.14,-0.86,0.1,4.5,0.4
LLY,Eli Lilly and Company,AAIC,2023,large,2.97,-0.98,-4.16,-0.82,0.39,2.19,1.13
AGEN,Agenus Inc.,ESMO,2023,small,13.61,5.03,-7.73,-3.47,-8.98,8.98,3.59
EIGR,Eiger BioPharmaceuticals Inc.,EASL,2023,,-48.72,-42.77,-32.24,-27.9,9.83,12.79,22.0
RNXT,RenovoRx Inc.,ESMO,2023,nano,1.36,20.43,12.0,10.34,0.89,-13.39,-4.02
IVA,Inventiva S.A.,EASL,2023,micro,63.46,50.71,20.74,-12.91,-3.76,-7.06,-1.41
VRCA,Verrica Pharmaceuticals Inc.,AAD,2023,micro,-4.0,-20.12,6.56,3.76,-5.62,-16.85,-21.01
RLYB,Rallybio Corporation,ISTH,2023,small,58.98,32.14,3.17,7.67,-25.55,-27.52,-36.24
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of),EASL,2023,large,-1.49,-1.85,-1.79,-1.06,-2.2,-1.76,-2.76
ARWR,Arrowhead Pharmaceuticals Inc.,EASL,2023,mid,-12.08,4.97,-0.23,-0.45,2.38,-0.11,-2.7
ALT,Altimmune Inc.,EASL,2023,micro,-16.47,-3.03,1.71,1.71,-17.07,-15.14,-17.31
NVO,Novo Nordisk A/S,EASL,2023,,-5.55,-1.09,0.36,-1.55,-1.75,1.14,-1.84
MDGL,Madrigal Pharmaceuticals Inc.,EASL,2023,mid,-19.61,-14.63,-12.87,-6.16,-1.34,-8.58,-9.03
ABUS,Arbutus Biopharma Corporation,EASL,2023,small,-6.51,-6.87,-6.15,-2.4,1.23,-7.79,-8.61
BRNS,Barinthus Biotherapeutics plc American Depositary Shares,EASL,2023,micro,-3.42,-9.96,-8.13,-7.76,1.33,-0.44,0.44
ALGS,Aligos Therapeutics Inc.,EASL,2023,nano,-15.45,-1.89,-11.86,-7.14,-6.62,-10.96,-4.81
BLRX,BioLineRx Ltd.,AACR,2023,small,38.93,48.92,17.61,4.55,-12.08,-26.09,-25.6
APRE,Aprea Therapeutics Inc.,ENA,2023,nano,39.15,27.98,31.17,2.33,1.33,-25.76,-32.03
BDTX,Black Diamond Therapeutics Inc.,ENA,2023,micro,-35.67,-34.57,-17.63,-13.91,2.18,-10.92,-20.96
RPTX,Repare Therapeutics Inc.,ENA,2023,,-42.62,-45.74,-53.64,-27.79,-9.11,-22.41,-41.07
IMUX,Immunic Inc.,ECTRIMS,2023,micro,-26.35,-13.99,-16.33,-21.15,0.0,-4.88,-13.82
ACRV,Acrivon Therapeutics Inc.,ENA,2023,micro,-46.76,-40.85,-34.73,-13.93,-7.69,-11.22,-19.55
NVCT,Nuvectis Pharma Inc.,ENA,2023,micro,-33.12,-34.36,-25.76,-15.31,12.12,-3.97,-11.81
PMVP,PMV Pharmaceuticals Inc.,ENA,2023,micro,-36.41,-26.01,-21.88,-23.26,-57.89,-62.95,-73.68
RLAY,Relay Therapeutics Inc.,ENA,2023,small,-16.45,-7.49,7.89,-0.45,-12.94,-23.62,-28.8
MRK,Merck & Company Inc.,ENA,2023,large,-6.12,-4.42,-0.81,-0.14,0.53,-2.93,2.02
IMMX,Immix Biopharma Inc.,ASH,2023,micro,96.45,39.21,18.35,-15.13,-10.59,-22.48,-2.33
BNOX,Bionomics Limited,ACNP,2023,,-32.07,-41.02,-26.49,-1.01,174.11,284.77,307.11
IOVA,Iovance Biotherapeutics Inc.,WCLC,2023,small,-16.94,-15.31,-1.47,-0.17,-9.87,-9.95,-26.37
IOBT,IO Biotech Inc.,WCLC,2023,,-9.21,-12.99,-11.14,-8.71,-15.6,-16.8,-23.08
MRK,Merck & Company Inc.,WCLC,2023,large,1.83,-0.28,-0.3,1.01,-0.73,-1.14,-2.96
AZN,AstraZeneca PLC,WCLC,2023,,-8.02,-6.98,-2.52,-0.52,-2.34,-1.89,1.31
MLYS,Mineralys Therapeutics Inc.,AHA,2023,small,-18.44,-7.49,-8.85,-8.28,1.35,-7.68,-13.76
PHGE,BiomX Inc.,ERS,2023,nano,-6.64,13.65,4.62,7.37,-4.9,-9.31,-13.73
AZN,AstraZeneca PLC,EHA,2023,,-3.65,-4.11,-0.2,-0.22,-2.56,-3.13,0.95
AZN,AstraZeneca PLC,WCLC,2023,,-3.65,-4.11,-0.2,-0.22,-2.56,-3.13,0.95
BNOX,Bionomics Limited,ACNP,2023,,-52.94,-41.18,-21.57,-17.24,25.0,39.17,52.5
ONC,BeOne Medicines Ltd.,EHA,2023,large,-15.04,-11.26,-4.69,-4.53,-1.78,-7.76,-17.03
RHHBY,Roche Holding AG ADR,EHA,2023,,1.91,-0.4,-1.25,-2.45,-1.83,-1.02,-2.84
KALV,KalVista Pharmaceuticals Inc.,AAAAI,2023,,19.5,2.67,2.36,-0.1,-3.4,-3.4,-9.81
IRON,Disc Medicine Inc.,EHA,2023,small,22.43,21.71,23.15,-2.95,23.76,25.21,26.43
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of),EHA,2023,large,-4.39,-0.25,-0.62,0.0,-0.31,-0.19,-2.17
PTGX,Protagonist Therapeutics Inc.,EHA,2023,small,29.51,18.77,15.77,4.11,-1.29,-5.62,-2.08
KROS,Keros Therapeutics Inc.,EHA,2023,small,11.73,9.24,-2.57,-0.43,-16.28,-22.81,-17.57
EDIT,Editas Medicine Inc.,EHA,2023,small,19.7,0.42,5.73,-0.72,3.44,-8.12,-16.67
ADCT,ADC Therapeutics SA,EHA,2023,micro,28.87,3.73,8.23,0.4,1.2,-8.4,-20.0
BGNE,BeiGene Ltd.,EHA,2023,,-15.04,-11.26,-4.69,-4.53,-1.78,-7.76,-17.03
GSK,GSK plc American Depositary Shares (Each representing two),EHA,2023,large,-3.58,-4.3,1.79,1.79,-0.95,1.24,4.46
GLPG,Galapagos NV,EHA,2023,,9.97,4.18,-0.58,3.45,-1.52,-1.14,-5.5
VOR,Vor Biopharma Inc.,EHA,2023,small,21.14,24.24,13.65,9.9,-7.69,-4.88,-33.58
CLLS,Cellectis S.A.,EHA,2023,micro,0.01,-0.52,11.05,-3.04,1.3,6.8,-4.19
CGEM,Cullinan Therapeutics Inc.,EHA,2023,small,33.78,39.06,45.87,31.94,-2.2,-5.26,-7.35
ZLAB,Zai Lab Limited,ASCO,2023,large,-1.34,-4.24,3.48,15.11,-19.11,-22.02,-27.27
CHRS,Coherus Oncology Inc.,ASCO,2023,small,-38.21,-38.82,11.66,20.0,8.03,9.24,-22.29
YMAB,Y-mAbs Therapeutics Inc.,ASCO,2023,,39.42,21.71,-14.08,-0.48,-0.97,6.43,-8.62
BMY,Bristol-Myers Squibb Company,ASCO,2023,large,-6.46,-3.55,0.26,3.56,-1.24,-1.85,-0.73
NVCR,NovoCure Limited,ASCO,2023,mid,30.66,18.92,2.07,16.15,-41.03,-44.92,-46.83
LGND,Ligand Pharmaceuticals Incorporated,ASCO,2023,small,-2.25,-5.07,1.29,4.41,-3.73,-1.69,2.63
NKTX,Nkarta Inc.,EHA,2023,micro,-6.26,3.34,1.98,-4.92,1.51,4.96,-39.44
ASND,Ascendis Pharma A/S,ENDO,2023,mid,-2.22,2.17,0.51,-0.97,0.15,-4.57,-4.62
SPRB,Spruce Biosciences Inc.,ENDO,2023,micro,3.48,2.15,1.71,3.48,-4.62,-9.24,-9.66
ALLO,Allogene Therapeutics Inc.,ASCO,2023,small,-12.76,-18.46,-6.2,-13.97,-2.81,-4.81,-0.4
PBLA,Panbela Therapeutics Inc.,ENDO,2023,,-61.51,-51.89,-11.95,-21.46,-53.57,-60.0,-58.93
CRNX,Crinetics Pharmaceuticals Inc.,ENDO,2023,small,-5.47,-8.97,-6.68,-7.15,-0.34,-9.22,-11.62
ATNM,Actinium Pharmaceuticals Inc.,EHA,2023,micro,-5.91,-0.72,1.1,-1.66,-0.85,-3.99,-12.2
PTGX,Protagonist Therapeutics Inc.,EHA,2023,small,28.72,14.66,10.82,1.11,0.07,-7.22,-3.47
AZN,AstraZeneca PLC,EHA,2023,,1.88,2.4,3.29,2.83,0.13,-0.03,-3.99
KURA,Kura Oncology Inc.,EHA,2023,small,34.19,6.78,-2.1,0.08,-2.68,-15.84,-20.96
SNY,Sanofi,ESMO,2023,large,2.64,0.83,1.77,0.89,-1.36,-4.51,-17.73
APTO,Aptose Biosciences Inc.,EHA,2023,,54.44,48.27,76.51,72.4,9.71,3.24,-9.71
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of),EHA,2023,large,-2.29,-1.04,0.68,1.06,-0.12,-0.62,-3.95
NVS,Novartis AG,EHA,2023,large,-1.95,-2.68,2.93,1.75,-0.64,1.18,-1.13
SWTX,SpringWorks Therapeutics Inc.,EHA,2023,,17.32,-2.44,-9.38,-0.66,0.55,1.14,-10.2
AZN,AstraZeneca PLC,ESMO,2023,,-4.01,-6.66,-4.68,-4.7,-0.56,-3.03,-0.81
OMER,Omeros Corporation,ASH,2023,micro,-59.79,-58.91,-10.32,4.15,13.27,11.5,33.63
NVO,Novo Nordisk A/S,ASH,2023,,7.0,8.55,0.02,2.61,0.5,2.41,1.89
ORIC,Oric Pharmaceuticals Inc.,ASH,2023,small,-12.98,4.45,21.55,1.39,7.76,-2.13,-0.3
PFE,Pfizer Inc.,ASH,2023,large,-7.12,-8.84,-2.18,-2.09,2.46,-2.72,-2.43
STTK,Shattuck Labs Inc.,ASH,2023,micro,4.58,14.29,14.29,-3.9,15.62,13.75,29.37
GILD,Gilead Sciences Inc.,ASH,2022,large,-3.24,-2.89,-3.86,0.33,-1.19,1.93,4.92
IMMP,Immutep Limited,ESMO,2023,mid,3.55,-0.97,15.25,12.09,-7.84,-10.29,-6.86
PFE,Pfizer Inc.,ESMO,2023,large,-9.69,-7.06,-7.68,-7.87,-0.72,-0.33,1.73
ORIC,Oric Pharmaceuticals Inc.,ESMO,2023,small,-36.12,-25.13,-8.27,1.25,8.13,12.54,21.91
NRIX,Nurix Therapeutics Inc.,ASH,2023,micro,-37.39,-17.73,18.78,28.05,14.13,-6.71,7.24
GMAB,Genmab A/S,ESMO,2023,,-20.45,-17.69,-14.52,-8.33,-1.07,-5.43,-3.32
BMY,Bristol-Myers Squibb Company,ESMO,2023,large,-7.15,-4.56,-0.26,-1.24,-0.6,-9.23,-6.5
MRK,Merck & Company Inc.,ESMO,2023,large,-5.46,-3.0,-1.75,-1.41,0.35,0.01,1.63
PDSB,PDS Biotechnology Corporation,ESMO,2023,micro,-30.22,-19.57,-14.73,-9.27,-1.22,2.19,13.63
MRNA,Moderna Inc.,ESMO,2023,large,-24.01,-18.1,-21.05,-12.55,-0.8,-7.87,-10.36
IOBT,IO Biotech Inc.,ESMO,2023,,-38.35,-27.46,-19.53,-5.94,2.91,-16.5,-9.34
LIAN,LianBio,ESMO,2023,,80.84,101.33,100.0,127.07,24.83,35.1,36.75
BGNE,BeiGene Ltd.,ESMO,2023,,-21.04,-13.22,-4.39,-5.02,4.69,12.95,18.72
ONC,BeOne Medicines Ltd.,ESMO,2023,large,-21.04,-13.22,-4.39,-5.02,4.69,12.95,18.72
NVS,Novartis AG,ESMO,2023,large,0.82,-1.72,-2.98,-2.23,0.24,-0.97,-1.3
ARVN,Arvinas Inc.,ESMO,2023,small,-46.77,-30.11,-22.44,-11.62,-0.47,1.69,14.16
IMNM,Immunome Inc.,ESMO,2023,micro,11.78,24.36,11.21,-2.13,2.86,0.8,0.57
JNJ,Johnson & Johnson,ESMO,2023,large,-7.45,-4.8,-4.4,-3.01,0.12,-2.01,-0.32
INMB,INmune Bio Inc.,CTAD,2023,micro,-13.1,0.43,2.48,-8.7,1.56,3.7,1.42
BBIO,BridgeBio Pharma Inc.,ESMO,2023,mid,-11.41,-4.82,-5.93,-3.87,0.0,6.3,17.23
BIIB,Biogen Inc.,CTAD,2023,large,-1.48,-2.1,-5.41,-4.32,-4.38,-4.95,-8.1
BIVI,BioVie Inc.,CTAD,2023,micro,-2.05,7.72,-3.74,5.68,-3.58,37.31,27.16
ASND,Ascendis Pharma A/S,ESMO,2023,mid,-16.53,-9.11,-7.33,-4.03,2.28,3.46,6.69
EVAX,Evaxion A/S,SITC,2023,nano,94.79,7.59,8.72,31.69,15.51,25.13,-23.64
INDP,Indaptus Therapeutics Inc.,SITC,2023,nano,-42.59,-11.11,-13.11,-1.82,10.24,6.27,0.09
MRK,Merck & Company Inc.,SITC,2023,large,-4.36,0.89,-1.43,-0.34,0.17,1.29,-0.5
MEIP,MEI Pharma Inc.,ASH,2023,,6.04,3.08,1.59,-0.43,1.42,0.57,-12.54
BGNE,BeiGene Ltd.,ESMO,2023,,-17.63,-16.74,-8.75,-11.25,6.34,7.42,15.83
BGNE,BeiGene Ltd.,ESMO,2023,,-21.04,-13.22,-4.39,-5.02,4.69,12.95,18.72
ONC,BeOne Medicines Ltd.,ESMO,2023,large,-21.04,-13.22,-4.39,-5.02,4.69,12.95,18.72
KURA,Kura Oncology Inc.,ESMO,2023,small,-17.3,-3.5,-8.72,-3.95,-4.35,-1.45,8.71
AZN,AstraZeneca PLC,ESMO,2023,,-5.98,-7.5,-4.42,-5.26,-3.0,-4.8,-1.0
ONC,BeOne Medicines Ltd.,ESMO,2023,large,-17.63,-16.74,-8.75,-11.25,6.34,7.42,15.83
MRK,Merck & Company Inc.,ESMO,2023,large,-7.9,-5.56,-3.32,-3.44,2.91,2.38,2.94
ZYME,Zymeworks Inc.,ESMO,2023,small,1.26,12.66,12.66,10.92,-2.91,-7.77,3.05
JNJ,Johnson & Johnson,ESMO,2023,large,-5.13,-5.1,-3.37,-2.89,-0.61,-4.41,-0.64
FGEN,Kyntra Bio Inc Com (New),ESMO,2023,,-48.07,-26.7,-23.43,-3.16,-12.01,-17.42,12.28
BMY,Bristol-Myers Squibb Company,ESMO,2023,large,-7.14,-4.11,-0.32,0.02,-0.85,-9.67,-6.48
BMY,Bristol-Myers Squibb Company,ESMO,2023,large,-5.72,-2.49,-0.09,1.38,-0.56,-1.84,-9.87
JNJ,Johnson & Johnson,ESMO,2023,large,-2.26,-3.46,1.1,-1.07,-0.48,-3.48,-6.26
IPHA,Innate Pharma S.A.,ESMO,2023,micro,-20.65,-15.82,-10.62,-0.22,7.99,7.99,1.73
NVCR,NovoCure Limited,ESMO,2023,small,-36.25,-24.5,-8.85,-2.4,9.99,-0.99,-8.09
ZLAB,Zai Lab Limited,ESMO,2023,large,-3.37,-2.17,5.83,6.82,-1.11,-4.68,0.67
OLMA,Olema Pharmaceuticals Inc.,ESMO,2023,small,-14.46,-17.01,-18.22,0.47,8.4,25.21,42.12
DSNKY,"Daiichi Sankyo Co., Ltd. ADR",ESMO,2023,,2.83,3.86,7.76,6.03,-4.2,-9.75,-6.92
CVM,Cel-Sci Corporation,ESMO,2023,micro,-13.71,-10.83,-5.31,-6.14,42.99,22.43,117.76
BOLT,Bolt Biotherapeutics Inc.,ESMO,2023,nano,-2.83,0.0,8.42,0.98,-7.77,-3.88,-2.91
BNTX,BioNTech SE,ESMO,2023,large,-22.92,-11.84,-16.83,-6.25,5.38,2.57,9.68
MRUS,Merus N.V.,ESMO,2023,,-15.24,-10.18,-4.87,-8.81,3.94,-0.99,18.28
ALPMY,Astellas Pharma Inc. ADR,ESMO,2023,,-16.38,-13.71,-9.18,-2.2,3.93,0.8,-5.14
ONC,BeOne Medicines Ltd.,ESMO,2023,large,-21.04,-13.22,-4.39,-5.02,4.69,12.95,18.72
