ticker,catalyst_date,asset,indication
PFE,2023-03-16,PAXLOVID (ritonavir) - (EPIC-HR),Oral Protease Inhibitor for COVID-19
ACAD,2023-03-10,DAYBUE (trofinetide),Rett Syndrome
RHHBY,2023-03-10,Polivy (polatuzumab vedotin-piiq) in combination with Rituxan,Diffuse Large B-Cell Lymphoma
PFE,2023-03-10,Intranasal zavegepant,Migraine
AMPH,2023-03-07,Naloxone Intranasal,Opioid overdose
CHRS,2023-03-06,CHS-1701,Pegfilgrastim biosimilar
MRK,2023-03-06,MMRV Family Vaccines (Intramuscular Administration),"Measles, Mumps, and Rubella Virus Vaccine Live"
LLY,2023-03-03,Verzenio (abemaciclib),"HR+, HER2-, Node-Positive, High Risk Early Breast Cancer"
AMGN,2023-02-28,Omecamtiv mecarbil,Heart failure with reduced ejection fraction (HFrEF)
CYTK,2023-02-28,Omecamtiv mecarbil,Heart failure with reduced ejection fraction (HFrEF)
REGN,2023-02-28,Kevzara (sarilumab),Polymyalgia rheumatica (PMR)
BIIB,2023-02-28,SKYCLARYS (omaveloxolone),Friedreich’s ataxia (FA)
CLRB,2023-02-28,CLR 131 - (CLOVER-1),Various lymphoma
SNY,2023-02-23,Altuviiio (Efanesoctocog alfa) - (XTEND-1),Hemophilia A
TVTX,2023-02-17,FILSPARI (sparsentan),IgA nephropathy
APLS,2023-02-17,SYFOVRE (pegcetacoplan injection),Geographic atrophy (GA)
TEVA,2023-02-17,AUSTEDO XR (deutetrabenazine),Tardive dyskinesia (TD)
BCYC,2023-02-14,Bicycle Toxin Conjugates zelenectide pevedotin (BT8009) - (Duravelo-2),Solid tumors
DCTH,2023-02-14,HEPZATO (Melphalan/HDS) - (FOCUS),Liver-dominant ocular melanoma
IMVIQ,2023-02-13,Maveropepimut-S (DPX-Survivac) and KEYTRUDA (pembrolizumab) - (VITALIZE),Diffuse Large B Cell Lymphoma (DLBCL)
PFE,2023-02-10,CIBINQO (abrocitinib),Atopic dermatitis in adolescents
GSK,2023-02-10,JEMPERLI (Dostarlimab),dMMR endometrial cancer
ANAB,2023-02-10,JEMPERLI (Dostarlimab),dMMR endometrial cancer
GLPG,2023-02-09,GLPG5201 - (EUPLAGIA-1),"B-cell malignancies, Chronic Lymphocytic Leukemia (CLL) and Small Lymphocytic Lymphoma (SLL)"
REGN,2023-02-08,EYLEA (aflibercept) Injection,Retinopathy of Prematurity (ROP)
ONTX,2023-02-07,Rigosertib,Recessive Dystrophic Epidermolysis Bullosa-Associated Squamous Cell Carcinoma
RHHBY,2023-02-07,Crovalimab - (COMMODORE 1 + 2),Paroxysmal nocturnal hemoglobinuria (PNH)
TRAW,2023-02-07,Rigosertib,Recessive Dystrophic Epidermolysis Bullosa-Associated Squamous Cell Carcinoma
TAK,2023-02-03,"TAKHZYRO (lanadelumab) - (SHP643-301, SPRING)",Hereditary angioedema (HAE) attacks in patients 2 to <6 yrs
GILD,2023-02-03,TRODELVY (sacituzumab govitecan),HR+/HER2- metastatic breast cancer
GSK,2023-02-01,DUVROQ (Daprodustat),Anaemia in chronic kidney disease for patients on dialysis
CNTX,2023-01-31,ORSERDU (elacestrant),"ER+, HER2-, ESR1-mutated Breast Cancer"
LLY,2023-01-27,Jaypirca (pirtobrutinib),Relapsed/refractory chronic lymphocytic leukemia
MRK,2023-01-27,KEYTRUDA (Pembrolizumab),"Stage IB, II or IIIA non-small cell lung cancer (NSCLC)"
LLY,2023-01-27,Pirtobrutinib (LOXO-305),Mantle cell lymphoma (MCL)
BMY,2023-01-26,Liso-cel (JCAR017) - (TRANSCEND CLL-004),Chronic Lymphocytic Leukemia (CLL)
PGEN,2023-01-24,PAPZIMEOS (zopapogene imadenovec-drba),Recurrent Respiratory Papillomatosis (RRP)
LLY,2023-01-20,Kisunla (donanemab-azbt),Early symptomatic Alzheimer's disease (AD)
BGNE,2023-01-19,BRUKINSA (zanubrutinib),First-line chronic lymphocytic leukemia (CLL) or small lymphocytic lymphoma (SLL)
MRK,2023-01-19,TUKYSA (tucatinib),HER2 amplified metastatic colorectal cancer
PFE,2023-01-19,TUKYSA (tucatinib),HER2 amplified metastatic colorectal cancer
ONC,2023-01-19,BRUKINSA (zanubrutinib),First-line chronic lymphocytic leukemia (CLL) or small lymphocytic lymphoma (SLL)
IMMX,2023-01-06,NXC-201 (HBI10101) - (NEXICART-1),relapsed/refractory multiple myeloma and relapsed/refractory AL amyloidosis
RLFTF,2022-12-23,ACER-001,Urea cycle disorder (UCD)
RHHBY,2022-12-23,Lunsumio (mosunetuzumab-axgb),Follicular lymphoma
ZVRA,2022-12-23,ACER-001,Urea cycle disorder (UCD)
ALVO,2022-12-20,SIMLANDI (adalimumab-ryvk) - (Humira biosimilar),Inflammatory diseases
TEVA,2022-12-20,SIMLANDI (adalimumab-ryvk) - (Humira biosimilar),Inflammatory diseases
ANIP,2022-12-20,Levocarnitine Tablets USP,Carnitine supplement
ABBV,2022-12-19,VRAYLAR (cariprazine),Major depressive disorder (MDD)
IMVIQ,2022-12-15,Maveropepimut-S (DPX-Survivac) and KEYTRUDA (pembrolizumab) - (VITALIZE),Diffuse Large B Cell Lymphoma (DLBCL)
IMMX,2022-12-14,NXC-201 (HBI10101) - (NEXICART-1),relapsed/refractory multiple myeloma and relapsed/refractory AL amyloidosis
ADMA,2022-12-13,ASCENIV (RI-002),Primary Immune Deficiency Diseases
CYTK,2022-12-13,Omecamtiv mecarbil,Heart failure with reduced ejection fraction (HFrEF)
ZLAB,2022-12-13,KRAZATI (adagrasib),Non-small cell lung cancer (NSCLC) with a KRASG12C Mutation
BMY,2022-12-13,KRAZATI (adagrasib),Non-small cell lung cancer (NSCLC) with a KRASG12C Mutation
AMGN,2022-12-13,Omecamtiv mecarbil,Heart failure with reduced ejection fraction (HFrEF)
ADMA,2022-12-13,BIVIGAM,Primary humoral immunodeficiency
GLPG,2022-12-13,GLPG5101 - (ATALANTA-1),Relapsed/refractory Non-Hodgkin Lymphoma (rrNHL)
ZLAB,2022-12-12,Odronextamab - (OLYMPIA),Non-Hodgkin Lymphoma (NHL)
REGN,2022-12-12,Odronextamab - (OLYMPIA),Non-Hodgkin Lymphoma (NHL)
IPHA,2022-12-12,Lacutamab (IPH4102) - (TELLOMAK 3),"Mycosis Fungoides, Sézary Syndrome"
AFMD,2022-12-12,Acimtamig (AFM13) - (REDIRECT),CD30-positive peripheral T cell lymphoma (PTCL)
XNCR,2022-12-12,Plamotamab (XmAb13676),"Chronic Lymphocytic Leukemia, Small Lymphocytic Lymphoma, DLBCL"
RHHBY,2022-12-12,Cevostamab - (CAMMA 1),Relapsed/Refractory Multiple Myeloma (RRMM)
RHHBY,2022-12-12,Cevostamab (FcRH5xCD3) - (GO39775),Relapsed/Refractory Multiple Myeloma (RRMM)
MRK,2022-12-12,Pembrolizumab + chemotherapy,Newly Diagnosed Classical Hodgkin Lymphoma (cHL)
GMAB,2022-12-12,EPKINLY (epcoritamab-bysp),Relapsed or Refractory Diffuse Large B-Cell Lymphoma (DLBCL)
ADPT,2022-12-12,EPKINLY (epcoritamab-bysp),Relapsed or Refractory Diffuse Large B-Cell Lymphoma (DLBCL)
BMY,2022-12-12,Mezigdomide (CC-92480) in combination with Dexamethasone - (CC-92480-MM-001),Relapsed/Refractory Multiple Myeloma (RRMM)
ABBV,2022-12-12,EPKINLY (epcoritamab-bysp),Relapsed or Refractory Diffuse Large B-Cell Lymphoma (DLBCL)
ACET,2022-12-10,ADI-001,Non-Hodgkin’s lymphoma
SYRS,2022-12-10,Tamibarotene (SY-1425) with VENCLEXTA (venetoclax) and VIDAZA (azacitidine) - (SELECT-AML-1),Acute myeloid leukemia (AML)
AZN,2022-12-10,FasTCAR-T GC012F,Diffuse large B-cell lymphoma (DLBCL)
BNTX,2022-12-08,Bivalent BNT162b2,Omicron BA.4/BA.5-adapted bivalent COVID-19 vaccine
MRNA,2022-12-08,"mRNA-1273.222 - (including EG.5, FL.1.5.1, and BA.2.86)",Covid-19 Omicron Booster
PFE,2022-12-08,Bivalent BNT162b2,Omicron BA.4/BA.5-adapted bivalent COVID-19 vaccine
REPL,2022-12-07,RP1 (vusolimogene oderparepvec) and OPDIVO (nivolumab) - (IGNYTE-3),Non-melanoma (NMSC) / Non-small cell lung cancer (NSCLC)
CLDX,2022-12-06,Barzolvolimab (CDX-0159),Chronic spontaneous urticaria (CSU)
NKTX,2022-12-05,NKX019,B-cell malignancies
YMAB,2022-12-01,Omburtamab,CNS/Leptomeningeal Metastases from Neuroblastoma
RIGL,2022-12-01,REZLIDHIA (olutasidenib),Acute myeloid leukemia
NVO,2022-12-01,REZLIDHIA (olutasidenib),Acute myeloid leukemia
SCYX,2022-12-01,BREXAFEMME (ibrexafungerp) - (CANDLE),"Recurrent Vulvovaginal candidiasis (rVVC), Vaginal yeast infections"
QURE,2022-11-22,HEMGENIX (Etranacogene dezaparvovec),Hemophilia B
JAZZ,2022-11-18,Rylaze (asparaginase erwinia chrysanthemi (recombinant)-rywn) - (Monday/Wednesday/Friday dosing),Acute lymphoblastic leukemia (ALL) and lymphoblastic lymphoma (LBL)
LITS,2022-11-17,Zandelisib - (MIRAGE),"Indolent B-cell Non-Hodgkin's Lymphoma (iB-NHL) without small lymphocytic lymphoma (SLL), lymphoplasmacytic lymphoma (LPL), and Waldenström's macroglobulinemia (WM)"
MEIP,2022-11-17,Zandelisib - (MIRAGE),"Indolent B-cell Non-Hodgkin's Lymphoma (iB-NHL) without small lymphocytic lymphoma (SLL), lymphoplasmacytic lymphoma (LPL), and Waldenström's macroglobulinemia (WM)"
CADL,2022-11-17,linoserpaturev (CAN-3110),Glioma
SNY,2022-11-17,TZIELD (teplizumab-mzwv),Type 1 diabetes
ABBV,2022-11-14,ELAHERE (mirvetuximab soravtansine-gynx),Platinum-Resistant Ovarian Cancer
PDSB,2022-11-14,PDS0101 and chemoradiotherapy - (IMMUNOCERV),Cervical cancer
AZN,2022-11-11,IMFINZI (Durvalumab) + tremelimumab,Non-small cell lung cancer (NSCLC)
PFE,2022-11-10,ADCETRIS (brentuximab vedotin),Previously untreated high risk classical Hodgkin lymphoma (cHL)
ADAP,2022-11-08,ADP-A2M4CD8 - (SURPASS),Urothelial Cancer
PDSB,2022-11-07,PDS0101 and chemoradiotherapy - (IMMUNOCERV),Cervical cancer
AFMD,2022-11-03,AFM13 + NK cells (AFM13-104),CD30-positive lymphomas
GILD,2022-11-02,Vemlidy (tenofovir alafenamide),Hepatitis B virus (HBV) infection in pediatric patients 12 years of age and older
AMRX,2022-11-02,Leuprolide Acetate Injection,Advanced prostatic cancer
REGN,2022-10-27,DUPIXENT (dupilumab) - (PRIME2),Prurigo nodularis (PN)
GILD,2022-10-27,Hepcludex (Bulevirtide) - (MYR301),Hepatitis delta virus (HDV)
SNY,2022-10-27,DUPIXENT (dupilumab) - (PRIME2),Prurigo nodularis (PN)
JNJ,2022-10-26,TECVAYLI (teclistamab),Relapsed or refractory (R/R) multiple myeloma.
NRIX,2022-10-26,NX-2127,"B-cell malignancies, chronic lymphocytic leukemia (CLL)"
AZN,2022-10-24,IMFINZI (Durvalumab) + tremelimumab  - (HIMALAYA),Hepatocellular carcinoma (HCC)
ABBV,2022-10-21,RINVOQ (upadacitinib) - (SELECT-AXIS 2),Non-radiographic axial spondyloarthritis
NVAX,2022-10-19,NVX-CoV2373 - (PREVENT-19),COVID-19 vaccine (booster)
GSK,2022-10-17,Menveo (Meningococcal Oligosaccharide Diptheria CRM197 Conjugate Vaccine),Meningococcal disease
CVM,2022-10-17,Multikine - (IT-MATTERS),Head and Neck cancer
BNTX,2022-10-12,Bivalent BNT162b2,Omicron BA.4/BA.5-adapted bivalent COVID-19 vaccine
PFE,2022-10-12,Bivalent BNT162b2,Omicron BA.4/BA.5-adapted bivalent COVID-19 vaccine
MRNA,2022-10-12,"mRNA-1273.222 - (including EG.5, FL.1.5.1, and BA.2.86)",Covid-19 Omicron Booster
SUPN,2022-10-10,ONAPGO (apomorphine hydrochloride) injection (SPN-830),Motor fluctuations in Parkinson’s disease (PD)
PLUR,2022-10-07,NurOwn,Amytrophic lateral sclerosis (ALS)
BCLI,2022-10-07,NurOwn,Amytrophic lateral sclerosis (ALS)
AMLX,2022-09-29,RELYVRIO (sodium phenylbutyrate and taurursodiol),Amyotrophic lateral sclerosis (ALS)
CPRX,2022-09-29,FIRDAPSE,Pediatric Lambert-Eaton myasthenic syndrome (LEMS)
REGN,2022-09-28,DUPIXENT (dupilumab) - (PRIME),Prurigo nodularis (PN)
SNY,2022-09-28,DUPIXENT (dupilumab) - (PRIME),Prurigo nodularis (PN)
IPHA,2022-09-23,Lacutamab (IPH4102) - (TELLOMAK 3),"Mycosis Fungoides, Sézary Syndrome"
LLY,2022-09-21,RETEVMO (Selpercatinib),Treatment-naïve RET fusion-positive non-small cell lung cancer (NSCLC)
LLY,2022-09-21,RETEVMO (Selpercatinib),RET Fusion-Positive Solid Tumors
FENC,2022-09-20,Pedmark (sodium thiosulfate),"Ototoxicity in non-metastatic, solid tumors"
BLUE,2022-09-17,SKYSONA (elivaldogene autotemcel),Cerebral Adrenoleukodystrophy (CALD)
HRTX,2022-09-16,APONVIE (aprepitant),Postoperative nausea and vomiting (PONV)
TRAW,2022-09-12,Rigosertib and OPDIVO (Nivolumab),KRAS+ Non-Small Cell Lung Cancer
ONTX,2022-09-12,Rigosertib and OPDIVO (Nivolumab),KRAS+ Non-Small Cell Lung Cancer
BMY,2022-09-10,Sotyktu  (Deucravacitinib) - (POETYK PSO-2),Plaque psoriasis
ASRT,2022-09-09,ROLVEDON (eflapegrastim-xnst),Neutropenia
SPPI,2022-09-09,ROLVEDON (eflapegrastim-xnst),Neutropenia
BCYC,2022-09-06,BT5528 and OPDIVO (nivolumab),Solid tumors
VRTX,2022-09-02,ORKAMBI (lumacaftor/ivacaftor),Cystic fibrosis (CF) in patients aged 12 to <24 months
BNTX,2022-08-31,"Comirnaty (BNT162b2, XBB.1.5, BA.2.86 (Pirola), and EG.5.1 (Eris))",COVID-19 Vaccine (Omicron Booster)
MRNA,2022-08-31,"mRNA-1273.222 - (including EG.5, FL.1.5.1, and BA.2.86)",Covid-19 Omicron Booster
ABBV,2022-08-31,Pivekimab (IMGN632) - (CADENZA),"Relapse/Refractory AML, ALL, BPDCN"
PFE,2022-08-31,"Comirnaty (BNT162b2, XBB.1.5, BA.2.86 (Pirola), and EG.5.1 (Eris))",COVID-19 Vaccine (Omicron Booster)
AQST,2022-08-31,Libervant (diazepam),Epileptic seizures
INCY,2022-08-26,Pemazyre (pemigatinib),Myeloid/lymphoid neoplasms (MLNs) with FGFR1 rearrangement
JNJ,2022-08-24,IMBRUVICA (ibrutinib),Pediatric Chronic Graft-Versus-Host Disease
NVAX,2022-08-19,NVX-CoV2373 - (PREVENT-19),COVID-19 vaccine (booster)
AXSM,2022-08-19,AUVELITY,Major Depressive Disorder
BLUE,2022-08-17,Zynteglo,β-Thalassemia
AZN,2022-08-12,ENHERTU (fam-trastuzumab deruxtecan-nxki),Non-small Cell Lung Cancer (NSCLC)
RHHBY,2022-08-11,Xofluza (baloxavir marboxil),Influenza in patients 5 years and older
ACAD,2022-08-05,NUPLAZID (pimavanserin),Alzheimer’s disease psychosis (ADP)
PFE,2022-08-05,MYFEMBREE (Relugolix),Endometriosis-associated pain
AZN,2022-08-05,ENHERTU (trastuzumab deruxtecan),HER low breast cancer
AZN,2022-08-05,CALQUENCE (acalabrutinib),"Chronic Lymphocytic Leukemia (CLL), small lymphocytic lymphoma (SLL) and refractory mantle cell lymphoma (MCL)"
PDSB,2022-08-04,PDS0101 + KEYTRUDA (pembrolizumab) - (VERSATILE-002),HPV16-positive first-line recurrent and/or metastatic head and neck squamous cell cancer with low PD-L1 expression (CPS 1-19)
ABBV,2022-08-03,JUVÉDERM VOLUX XC,Jawline definition
CHRS,2022-08-02,CIMERLI (ranibizumab-ranq) - (Lucentis Biosimilar),"Wet age-related macular degeneration (wAMD), among others"
JNJ,2022-08-01,STELARA (ustekinumab),Psoriatic Arthritis in Pediatric Patients
GSK,2022-07-27,Benlysta (Belimumab),Pediatric Lupus Nephritis
AVDL,2022-07-19,LUMRYZ™ (sodium oxybate),Excessive daytime sleepiness and cataplexy in patients suffering from narcolepsy
INCY,2022-07-19,Ruxolitinib Cream (Opzelura),Vitiligo
ALKS,2022-07-19,LUMRYZ™ (sodium oxybate),Excessive daytime sleepiness and cataplexy in patients suffering from narcolepsy
ETON,2022-07-18,ZONISADE (Zonisamide Oral Suspension),Epilepsy
NVAX,2022-07-13,NVX-CoV2373,COVID-19 vaccine
AMGN,2022-07-08,Krystexxa (pegloticase injection) with Methotrexate,Uncontrolled Gout
AZN,2022-06-30,IMFINZI (durvalumab),Non-Small Cell Lung Cancer (before and after surgery)
CLDX,2022-06-30,Barzolvolimab (CDX-0159),Chronic spontaneous urticaria (CSU)
SPRO,2022-06-27,Tebipenem HBr (SPR994) - (ADAPT-PO),Complicated urinary tract infections (cUTI)
BMY,2022-06-24,Breyanzi (lisocabtagene maraleucel),Large B-cell lymphoma (LBCL)
MRK,2022-06-22,VAXNEUVANCE (V114-029)  - (PNEU-PED),Pneumococcal Vaccine in children
NVS,2022-06-22,Tafinlar (dabrafenib) + Mekinist (trametinib),Solid tumors in adult and pediatric patients
ANIP,2022-06-22,Clorazepate Dipotassium Tablets,Tranxene generic
ZVRA,2022-06-21,ACER-001,Urea cycle disorder (UCD)
RLFTF,2022-06-21,ACER-001,Urea cycle disorder (UCD)
ABBV,2022-06-17,SKYRIZI (risankizumab),Crohn’s Disease
PFE,2022-06-17,Comirnaty (BNT162b2),COVID-19 vaccine
BNTX,2022-06-17,Comirnaty (BNT162b2),COVID-19 vaccine
RYTM,2022-06-16,IMCIVREE (setmelanotide),Alstrom Syndrome
RYTM,2022-06-16,IMCIVREE (setmelanotide),Bardet-Biedl Syndrome
ALNY,2022-06-14,AMVUTTRA (vutrisiran),Hereditary transthyretin-mediated (hATTR) amyloidosis
INCY,2022-06-14,OLUMIANT (baricitinib),Alopecia Areata
LLY,2022-06-14,OLUMIANT (baricitinib),Alopecia Areata
LLY,2022-06-13,OLUMIANT (baricitinib),Alopecia Areata
INCY,2022-06-13,OLUMIANT (baricitinib),Alopecia Areata
ABBV,2022-06-11,EPKINLY (epcoritamab-bysp),Relapsed or Refractory Diffuse Large B-Cell Lymphoma (DLBCL)
GMAB,2022-06-11,EPKINLY (epcoritamab-bysp),Relapsed or Refractory Diffuse Large B-Cell Lymphoma (DLBCL)
ADPT,2022-06-11,EPKINLY (epcoritamab-bysp),Relapsed or Refractory Diffuse Large B-Cell Lymphoma (DLBCL)
CRBU,2022-06-10,CB-010 - (ANTLER),B-Cell Non-Hodgkin Lymphoma
REGN,2022-06-07,DUPIXENT (dupilumab),Atopic dermatitis in 6 months - 5 year-olds
IBRX,2022-06-06,ANKTIVA,BCG-Unresponsive Non-Muscle Invasive Bladder Cancer
GSK,2022-06-06,PRIORIX,"Measles, mumps and rubella (MMR)"
AMGN,2022-06-06,RIABNI (rituximab-arrx) with methotrexate - (Rituxan biosimilar),Rheumatoid arthritis (RA)
MEIP,2022-06-04,Zandelisib (ME-401) - (TIDAL),Relapsed/refractory Follicular Lymphoma (FL) Non Hodgkin Lymphoma
LITS,2022-06-04,Zandelisib (ME-401) - (TIDAL),Relapsed/refractory Follicular Lymphoma (FL) Non Hodgkin Lymphoma
PTCT,2022-05-31,Evrysdi (risdiplam),Spinal Muscular Atrophy (SMA) in babies
RHHBY,2022-05-31,Evrysdi (risdiplam),Spinal Muscular Atrophy (SMA) in babies
BMY,2022-05-27,OPDIVO (nivolumab) + YERVOY (ipilimumab) - (CM-648),Esophageal squamous cell carcinoma (ESCC)
AMRX,2022-05-27,FYLNETRA (pegfilgrastim-pbbk),Neulasta biosimilar
ETON,2022-05-27,ET-105 (Lamotrigine for Oral Suspension),"Lennox-Gastaut syndrome, epilepsy"
ACET,2022-05-26,ADI-001,Non-Hodgkin’s lymphoma
LLY,2022-05-26,RETEVMO (Selpercatinib),RET Fusion-Positive Solid Tumors
PDSB,2022-05-26,PDS0101 + KEYTRUDA (pembrolizumab) - (VERSATILE-002),HPV16-positive first-line recurrent and/or metastatic head and neck squamous cell cancer with low PD-L1 expression (CPS 1-19)
IOVA,2022-05-26,AMTAGVI (Lifileucel (LN-144)) - (TILVANCE-301),Refractory metastatic melanoma
RHHBY,2022-05-26,Columvi (glofitamab-gxbm),B-Cell Non-Hodgkin's Lymphoma
AMPH,2022-05-24,Regadenoson (Lexiscan bioequivalent),Radionuclide myocardial perfusion imaging (MPI)
ROIV,2022-05-24,VTAMA (tapinarof),Plaque psoriasis
MNKD,2022-05-24,TYVASO (treprostinil) DPI,Pulmonary arterial hypertension and pulmonary hypertension associated with interstitial lung disease (PH-ILD)
UTHR,2022-05-24,TYVASO (treprostinil) DPI,Pulmonary arterial hypertension and pulmonary hypertension associated with interstitial lung disease (PH-ILD)
VRCA,2022-05-24,YCANTH (cantharidin),Molluscum contagiosum
SNY,2022-05-20,DUPIXENT (dupilumab),Eosinophilic esophagitis (EoE)
REGN,2022-05-20,DUPIXENT (dupilumab),Eosinophilic esophagitis (EoE)
SIGA,2022-05-19,TPOXX (tecovirimat) - (IV),Smallpox
RARE,2022-05-19,DTX301 - (Enh3ance),Ornithine Transcarbamylase (OTC) Deficiency
LLY,2022-05-13,Mounjaro (tirzepatide),Type 2 Diabetes
URGN,2022-05-13,UGN-102 - (OPTIMA II),Non-Muscle-Invasive Bladder Cancer
AZN,2022-05-12,GC012F,Relapsed/refractory multiple myeloma (RRMM)
AUTL,2022-05-12,AUTO1/22 - (CARPALL),Pediatric Acute lymphoblastic leukemia (ALL)
INCY,2022-05-11,OLUMIANT (baricitinib),COVID-19
INO,2022-05-10,VGX-3100 - (REVEAL-2),Cervical high-grade squamous intraepithelial lesions (HSIL)
AZN,2022-05-05,ENHERTU (trastuzumab deruxtecan),Second line HER2+ breast cancer
PHAT,2022-05-03,VOQUEZNA,H. pylori
AXSM,2022-05-02,SYMBRAVO (meloxicam and rizatriptan),Migraine
CHRS,2022-05-02,LOQTORZI (toripalimab-tpzi) in combination with cisplatin and gemcitabine,Nasopharyngeal carcinoma (NPC)
GILD,2022-04-30,"YESCARTA (Axicabtagene Ciloleucel),  KTE-C19 and utomilumab - (ZUMA-7)",Refractory Large B-cell Lymphoma
ABBV,2022-04-29,RINVOQ (upadacitinib),Active Ankylosing Spondylitis
BMY,2022-04-28,Camzyos (mavacamten),Hypertrophic cardiomyopathy (HCM)
AZN,2022-04-28,ULTOMIRIS (ravulizumab-cwvz),Anti-acetylcholine receptor (AChR) antibody-positive generalized myasthenia gravis (gMG)
LIAN,2022-04-28,Camzyos (mavacamten),Hypertrophic cardiomyopathy (HCM)
EQ,2022-04-25,Itolizumab (EQ001) - (EQUATE),Acute graft-versus-host disease
TEVA,2022-04-19,UZEDY (risperidone),Schizophrenia
AMRX,2022-04-13,ALYMSYS (bevacizumab-maly),Avastin biosimilar
BMY,2022-04-12,Augtyro (repotrectinib),Non-small-cell lung cancer (NSCLC) and solid tumors
ZLAB,2022-04-12,Augtyro (repotrectinib),Non-small-cell lung cancer (NSCLC) and solid tumors
ETON,2022-04-11,Cysteine Hydrochloride Injection - (Bioequivalent of Elcys),Nutritional requirements for patients with liver disease
AFMD,2022-04-11,AFM13 + NK cells (AFM13-104),CD30-positive lymphomas
BCYC,2022-04-11,Bicycle Toxin Conjugates zelenectide pevedotin (BT8009) - (Duravelo-2),Solid tumors
BMY,2022-04-11,OPDIVO (Nivolumab) and YERVOY (ipilimumab) - (CheckMate 816),Non-Small Cell Lung Cancer (NSCLC)
BTAI,2022-04-06,IGALMI (dexmedetomidine),Agitation associated with schizophrenia and bipolar disorders
NVS,2022-04-06,Vijoice (alpelisib),PIK3CA-Related Overgrowth Spectrum (PROS)
GILD,2022-04-01,YESCARTA,Refractory diffuse large B-cell lymphoma (DLBCL)
CSLLY,2022-03-30,Vafseo (vadadustat),Anemia due to Chronic Kidney Disease in Adult Patients on Dialysis
AKBA,2022-03-30,Vafseo (vadadustat),Anemia due to Chronic Kidney Disease in Adult Patients on Dialysis
REPL,2022-03-30,RP1 (vusolimogene oderparepvec) - (ARTACUS),Liver and kidney transplant recipients with recurrent Cutaneous squamous cell carcinoma
PFE,2022-03-29,"Cabenuva (cabotegravir, rilpivirine)",HIV for adolescents 12 years and older
BNTX,2022-03-29,Comirnaty (BNT162b2),COVID-19 Vaccine (Booster)
GSK,2022-03-29,"Cabenuva (cabotegravir, rilpivirine)",HIV for adolescents 12 years and older
LPCN,2022-03-29,TLANDO (testosterone undecanoate),Testosterone replacement therapy (TRT)
HALO,2022-03-29,TLANDO (testosterone undecanoate),Testosterone replacement therapy (TRT)
PFE,2022-03-29,Comirnaty (BNT162b2),COVID-19 Vaccine (Booster)
NVO,2022-03-28,OZEMPIC (semaglutide),Type 2 Diabetes
LLY,2022-03-24,Tyvyt (sintilimab) and ALIMTA (pemetrexed),Nonsquamous NSCLC
NVS,2022-03-23,177Lu-PSMA-617,Metastatic castration-resistant prostate cancer (mCRPC)
EQ,2022-03-23,Itolizumab (EQ001) - (EQUATE),Acute graft-versus-host disease
MRK,2022-03-21,KEYTRUDA (pembrolizumab),MSI-H/dMMR Advanced Endometrial Carcinoma
MRNS,2022-03-18,ZTALMY (ganaxolone),CDKL5 Deficiency Disorder (CDD)
BMY,2022-03-18,Opdualag (nivolumab and relatlimab-rmbw),Melanoma
ABBV,2022-03-16,RINVOQ (Upadacitinib),Ulcerative Colitis
VTRS,2022-03-15,Breyna (Symbicort generic),Asthma or chronic obstructive pulmonary disease (COPD)
AZN,2022-03-14,FASENRA (Benralizumab) - (OSTRO),Chronic rhinosinusitis with nasal polyps (CRSwNP)
AZN,2022-03-11,LYNPARZA (olaparib),BRCAm HER2-negative breast cancer
MRK,2022-03-11,LYNPARZA (olaparib),BRCAm HER2-negative breast cancer
AIM,2022-03-09,"Ampligen, cisplatin and KEYTRUDA (pembrolizumab)",Ovarian cancer
BMY,2022-03-04,Opdivo (nivolumab) plus Chemotherapy,Non-small cell lung cancer (NSCLC)
IBRX,2022-03-02,Anktiva (N-803) and Cytokine-enriched natural killer (m-ceNK) cells,Acute myeloid leukemia (AML)
GILD,2022-03-01,Lenacapavir,HIV
LEGN,2022-02-28,CARVYKTI (ciltacabtagene autoleucel),Multiple myeloma
BIIB,2022-02-25,Bardoxolone methyl,Alport Syndrome
LLY,2022-02-24,JARDIANCE (empagliflozin),Heart failure with preserved Ejection Fraction (HFpEF)
MNKKQ,2022-02-22,Terlipressin,Hepatorenal syndrome (HRS) Type 1
AGIO,2022-02-17,Mitapivat (AG-348),Pyruvate kinase deficiency
ATXI,2022-02-15,Intravenous (IV) tramadol,Postoperative pain following bunionectomy surgery
FBIO,2022-02-15,Intravenous (IV) tramadol,Postoperative pain following bunionectomy surgery
LLY,2022-02-11,Bebtelovimab (LY-CoV1404) and Sotrovimab (VIR-7831 / GSK4182136) - (BLAZE-4),COVID-19 antibody
GSK,2022-02-11,Bebtelovimab (LY-CoV1404) and Sotrovimab (VIR-7831 / GSK4182136) - (BLAZE-4),COVID-19 antibody
VIR,2022-02-11,Bebtelovimab (LY-CoV1404) and Sotrovimab (VIR-7831 / GSK4182136) - (BLAZE-4),COVID-19 antibody
VTRS,2022-02-03,Cyclosporine Ophthalmic Emulsion (generic restasis),Dry eye disease
PFE,2022-02-01,Cabenuva (cabotegravir + rilpivirine),HIV
GSK,2022-02-01,Cabenuva (cabotegravir + rilpivirine),HIV
MRNA,2022-01-31,SPIKEVAX (mRNA-1273),COVID-19 vaccine
RHHBY,2022-01-31,Vabysmo (faricimab-svoa),Wet age-related macular degeneration (nAMD) and diabetic macular edema (DME)
